Tipo;CNPJ;Nome;Logradouro, Nœmero;CEP;Bairro;Cidade;UF;Email;Fone
2;80.531.015/0004-68;ORGANIZACAO EDUCACIONAL EXPOENTE LTDA;AVENIDA MARINGA,350;83324-000;EMILIANO PERNETA;Anchieta;SC;organizacao@gmail.com;86995112
2;05.208.199/0001-61;CONSTRUTORA TOMATHEIA LTDA;AV PRES TANCREDO NEVES,551;85800-000;CENTRO;Cascavel;PR;construtora@gmail.com;80526257
2;75.719.443/0001-36;ASSOC DOS SERV DO INANPS PR ASSINAMPS;RUA DO ROSARIO,144;80020-110;CENTRO;Curitiba;PR;assoc@gmail.com;96163095
2;76.157.593/0001-66;MARIO DOS SANTOS SILVESTRE;AV. FRANCISCO LACERDA JUNIOR,1459;86300-000;CENTRO;Divino;MG;mario@gmail.com;93897836
2;77.338.424/0020-58;FOLHA DE LONDRINA GRAFICA;AV. DEZ DE DEZEMBRO,4000;86010-840;CENTRO;Cruzeta;RN;folha@gmail.com;26979480
2;14.051.00080/84;GREVIL MARIANO DO NASCIMENTO;BARRA BONITA;83580-000;Sem Informação;Vista Gaœcha;RS;grevil@gmail.com;11018220
2;51.201.17711/03;AUDEIR DE FATIMA FARIAS AUED;RUA AMAPA 1920;87704-070;CENTRO;Munhoz;MG;audeir@gmail.com;10463228
2;77.698.983/0001-06;CONSTRUTORA TOMASI LTDA.;RUA EMILIO CORNELSEN, 500;80000-000;AHU;Curitiba;PR;construtora@gmail.com;65864808
2;01.701.201/0685-73;HSBC BANK BRASIL SA BANCO MULTIPLO;R JACOB MACANHAN, 34;83326-000;CENTRO;Pilar do Sul;SP;hsbc@gmail.com;65131540
2;76.259.910/0001-55;Sem Informação;AV. XV DE NOVEMBRO, 27;SI;Sem Informação;Moiporá;GO;sem@gmail.com;99521981
2;04.711.363/0001-96;EMBALAGENS ARAPONGAS INDUSTRIA E COMERCIO LTDA.;RUA JURITI,100;86706-010;VL INDUSTRIAL;Goiânia;GO;embalagens@gmail.com;33649921
2;02.121.518/0001-09;ENKAR ENGENHARIA;RUA MANOEL PADILHA DE LIMA;80000-000;AHU;Manoel Urbano;AC;enkar@gmail.com;47745178
2;01.567.200/0003-55;RACALTO BRASIL AGROPECUARIA LTDA;AV CERRO AZUL,1633;87010-000;ZONA 02;Maringá;PR;racalto@gmail.com;76690536
2;Sem Informação;MESSIAS ROBERTO DE NASCIMENTO;ROYAL TENNIS RESIDENCE, QUADRA 05. LOTE 05B;86027-580;Sem Informação;Londrina;PR;messias@gmail.com;91115816
2;01.701.201/0365-31;HSBC BANK BRASIL SA BANCO MULTIPLO;R QUINTINO BOCAIUVA 317,99999;86020-150;MISTER THOMAZ;Londrina;PR;hsbc@gmail.com;8379800
2;09.160.226/0001-24;STOPETROLEO S A COMERCIO DE DERIVADOS DE PETROLEO;AV BRASIL,2655;85816-290;CENTRO;São João das Duas Pontes;SP;stopetroleo@gmail.com;52339958
2;00.543.936/0001-69;GRAUNA CONSTRUCOES CIVIS LTDA;LUIZ LERCO, 209;86010-000;TERRA BONITA;Londrina;PR;grauna@gmail.com;29988306
2;79.115.358/0004-62;CASA DE COURO SANTA RITA LTDA;AV BRASIL______NR 7056;85810-000;__CENTRO;Rolante;RS;casa@gmail.com;34676603
2;14.230.00185/80;WILSON FERREIRA;SITIO SANTO ANTONIO;86430-000;BARRA MANSA;Santo Antônio da Platina;PR;wilson@gmail.com;4210442
2;72.220.353/0001-08;ESTILOS CONSTRUCOES PROJETOS E EXECUCOES LTDA;RUA TAPAJOS, 344;85501-060;CENTRO;Pato Branco;PR;estilos@gmail.com;33139876
2;81.747.867/0001-07;CONSTR ALMANARY EMPREENDIMENTOS E ASSESSORIA LTDA;AV. AYRTON SENA, 750;86010-000;GLB PALHANO;Paulista;PE;constr@gmail.com;94102137
2;05.368.134/0001-83;A P ROCHA E CIA LTDA;AVENIDA SETE DE SETEMBRO,5606;80240-000;BATEL;Anta Gorda;RS;a@gmail.com;62545113
2;40.451.874/0001-80;CLINICA OSWALDO CRUZ SC LTDA;R AGENOR PIERRI 182;81170-100;CIDADE INDUSTRIAL;Curitiba;PR;clinica@gmail.com;28366527
2;05.603.470/0001-63;CONEXOES CHIVA LTDA ME;RUA JOSE JOAQUIM BALHS S/N PALMAS-PR;85555-000;ALTO DA GLORIA;Buriticupu;MA;conexoes@gmail.com;55633010
2;43.930.759/0001-86;SERPAL ENGENHARIA E CONSTRUTORA LTDA;A. REPœBLICA ARGENTINA, 4930;85851-000;JARDIM ESMERALDA;Pancas;ES;serpal@gmail.com;14929073
2;00.072.112/0001-58;CLIN DOENCAS RENAIS DE S J PINHAIS LTDA;RUA PAULINO SIQUEIRA CORTES,2304;83005-030;CENTRO;Itabuna;BA;clin@gmail.com;99037403
2;81.203.416/0001-09;WILMAR MIGUEL SANTI;RUA PRESIDENTE VARGAS,740;85710-000;CENTRO;Santa Inês;PR;wilmar@gmail.com;81690314
2;10.606.117/0001-77;G M GARLETTO E CIA LTDA;AV. SANTOS DUMONT, 1565;86010-000;Sem Informação;Olímpia;SP;g@gmail.com;20799766
2;04.466.279/0001-54;DROGARIA EMERSON ALEXANDRE LTDA - ME.;RUA: TAVARES DE LIRA, 3435;83065-180;AFONSO PENA;São José dos Pinhais;PR;drogaria@gmail.com;34870878
2;14.057.00149/88;ADILSON GASPARIN SILVA MOTIN GASPAR;RUA QUINZE DE NOVEMBRO, 286;83414-000;CENTRO;Olímpia;SP;adilson@gmail.com;3648256
2;01.695.570/0001-06;ROSELI M D NETZEL E CIA LTDA;RUA GONçALVES DIAS, 1368;83601-020;CENTRO;Santa Inês;PR;roseli@gmail.com;27902067
2;00.208.932/0001-24;CLINIRAD CLINICA DE RADIOT LTD;RODOVIA DO CAQUI (PR 506) N. 1150;83430-000;ARACATUBA;Campina Grande do Sul;PR;clinirad@gmail.com;63494882
2;80.906.779/0026-04;COROL COOPERATIVA AGROINDUSTRIAL;ROD PR 170, KM 02 LOTE 166-A;86600-000;RODOVIA;Rolândia;PR;corol@gmail.com;83974152
2;07.137.397/0001-07;VALE MAIS COM DE GEN ALIMENTICIOS LTDA;RUA MARECHAL HERMES,2825;83065-000;AFONSO PENA;São José dos Pinhais;PR;vale@gmail.com;40179158
2;00.114.007/0001-34;E M COSTA E COSTA LTDA;RUA PAVAO,445;86701-290;CENTRO;Arapongas;PR;e@gmail.com;56225620
2;05.198.617/0001-87;ODARAH SERV ADM DEPTO PESSOAL E COMPRAS LTDA;BR 277 - RIMATUR;80000-000;ORLEANS;Taperoá;PB;odarah@gmail.com;2940120
2;01.740.116/0019-59;SISTALI LTDA;AV RUI BARBOSA;83055-320;Sem Informação;Urutaí;GO;sistali@gmail.com;53126844
2;04.676.488/0001-22;GRAFFO PARANAENSE DE EMBALAGENS LTDA;R TOMAZINA 254;83324-380;PORTAL DA SERRA;Rosário do Catete;SE;graffo@gmail.com;66711540
2;Sem Informação;CERAMICA SANTA EDIVIRGEM;RUA VILA NOVA 2010;SI;CACHOEIRA;São José dos Pinhais;PR;ceramica@gmail.com;12396475
2;03.061.081/0001-28;MACLATEX IND TECIDOS E CONFECCOES LTDA;ADAO IWANKIW,150;86800-970;PARQ INDL ZONA;Coruripe;AL;maclatex@gmail.com;35917844
2;05.818.592/0001-77;J.C. RODRIGUES - AUTO PECAS - ME.;AV. CIDADE DE LEIRIA,96;87013-280;ZONA 04;Maringá;PR;j.c.@gmail.com;15674120
2;05.012.399/0001-44;ISHIZU E ISHIZU LTDA;RUA PARANAGUA 450 LJ 01, 02 E 03;87020-190;ZONA 07;Maringá;PR;ishizu@gmail.com;25392511
2;76.214.816/0001-80;PAULO JELINSKI;ESTRADA DA GRACIOSA,91;83321-000;ATUBA;Apiaí;SP;paulo@gmail.com;66266609
2;93.209.765/0402-59;WMS SUPERMERCADOS DO BRASIL LTDA;AVENIDA COLOMBO LUC 107, 9537;87070-000;PARQ IND BANDEIRANT;Santa Rosa de Viterbo;SP;wms@gmail.com;58674850
2;02.528.828/0001-42;NILO RIBEIRO DA SILVA ME;RUA CAMBUCI,328;86380-000;VILA SANTA INES;Andirá;PR;nilo@gmail.com;57052031
2;03.009.901/0001-32;INPROFER IND FERRAMENTAS E INJECAO LTDA;RUA VITORIO BENJAMIM MOCELIN 00099;83402-390;JD SAO MARCOS;Edéia;GO;inprofer@gmail.com;81187747
2;07.122.148/0001-48;CAPRI PROMOCOES E EVENTOS LTDA;ROD. CURITIBA PTA GROSSA,3001;82305-100;MOSSUNGUE;Curitiba;PR;capri@gmail.com;81892444
2;76.487.032/0021-79;ELETROLUX DO BRASIL SA;RUA SEN ACCIOLY FILHO 1321;81310-000;CIC;Medina;MG;eletrolux@gmail.com;22910524
2;00.453.637/0001-33;PAVANI INSTALAçõES ELéTRICAS E EMP. MãO-DE-OBRA LTDA;OBRA PEDáGIO BR 376;80000-000;S.JOSé PINHAIS RMC;Conceição do Castelo;ES;pavani@gmail.com;94517897
2;07.446.558/0001-44;NELSON POLISELI E FILHOS LTDA;RUA JURUTAU, 1470 TERREO;86700-000;Sem Informação;Rio Negro;PR;nelson@gmail.com;51669957
2;78.101.821/0001-01;PREFEITURA MUNICIPAL DE VERA CRUZ DO OESTE;RUA RUI BARBOSA,202;85845-000;CENTRO;São João das Duas Pontes;SP;prefeitura@gmail.com;3987748
2;06.020.383/0001-46;VITA SORRISO ORTODONTIA SS;RUA MONSENHOR CELSO,339;80010-150;CENTRO;Curitiba;PR;vita@gmail.com;20318037
2;61.099.834/0594-03;ARTHUR LUNDGREN TECIDOS S.A.;RODOVIA CELSO GARCIA CID;86050-901;UNIVERSITARIO;Aracitaba;MG;arthur@gmail.com;98843978
2;86.789.492/0002-42;JOHNNY ELIZEU STOPA & CIA LTDA;RUA RIACHUELO, 134;80020-250;CENTRO;Santa Cruz Cabrália;BA;johnny@gmail.com;97739466
2;06.913.036/0001-42;CRISAG INDUSTRIA E COMERCIO DE BRINDES LTDA;RUA ADAO IWANKIW,45;86800-767;PQUE INDL ZONA OEST;Getulina;SP;crisag@gmail.com;69943350
2;08.966.502/0001-83;AMORIM & BATISTA LTDA;RUA PIAUI, 399;86010-420;CENTRO;Taquaritinga do Norte;PE;amorim@gmail.com;90246456
2;09.550.636/0001-81;SERRA LEOA CONST. E SERVIçOS LTDA;AV. DOS PINHEIRAIS, 650;80000-000;ARAUCARIA RMC;Curitiba;PR;serra@gmail.com;79178149
2;07.245.802/0001-00;MATA ATLANTICA CONFECCOES E COMERCIO LTDA EPP;RUA GUIANAS,133;85864-470;JD. AMERICA;Vale do Paraíso;RO;mata@gmail.com;38675981
2;08.717.090/0001-48;L C LAZAROTTO E CIA LTDA;AV WINSTON CHURCHILL, 2630 LOJA 65;81130-970;PINHEIRINHO;Guaribas;PI;l@gmail.com;74958118
2;74.017.591/0003-08;BEST PARK ESTACIONAMENTO LTDA EPP S JARD;AVENIDA SILVA JARDIM,1033;80230-000;CENTRO;Palmeira dos êndios;AL;best@gmail.com;79874922
2;07.580.512/0001-13;GLOBOAVES SAO PAULO AGROAVICOLA LTDA;ROD. BR 467 KM 03 S/N,1;85814-000;ALVORADA;Borborema;PB;globoaves@gmail.com;17248797
2;82.079.823/0001-19;CONVICTA EQUIPAMENTOS LTDA.;AV. GUATUPE, 4321 (B);83065-470;AFONSO PENA;Anta Gorda;RS;convicta@gmail.com;27435258
2;77.688.174/0001-13;CONSTRUTORA PALANGER LTDA;RUA CARAMURU, 270, SALA 1;85501-060;CENTRO;Conceição das Alagoas;MG;construtora@gmail.com;74677135
2;Sem Informação;HSBC BANK BRASIL SA BANCO MULTIPLO;R SETE DE SETEMBRO 133,99999;80000-000;CENTRO;Curitiba;PR;hsbc@gmail.com;82926182
2;08.431.037/0001-86;J MIARA COM DE PAES E DOCES LTDA;AUGUSTO STRESSER,823;80040-310;JUVEVE;Curitiba;PR;j@gmail.com;44260846
2;81.638.264/0022-00;DISSENHA SA IND COM GUARAIPOS;FAZ GUARAIPOS;84600-000;GUARAIPOS;União da Vitória;PR;dissenha@gmail.com;31900846
2;02.914.460/0047-33;SEARA ALIMENTOS S/A;AV. PR, SN  -  QUADRA 56/57;86400-000;MARQUES DOS REIS;Pilar do Sul;SP;seara@gmail.com;62279582
2;05.357.824/0001-37;L DUQUE DUQUE LTDA EPP;RUA CONDOR,321;86030-300;INDUSTRIAS LEVES;Ibiporã;PR;l@gmail.com;21572618
2;76.436.849/0001-74;ENGEFOTO ENGENHARIA E AEROLEVANTAMENTOS SA;R FREI FRANCISCO MONT ALVERNE, 750;81540-410;Sem Informação;Borborema;PB;engefoto@gmail.com;21837469
2;06.193.209/0001-03;EUROBANCO ACESSORIOS PARA VEICULOS LTDA ME;RUA DIOGO MUGIATTI, 891;81730-360;BOQUEIRAO;Cujubim;RO;eurobanco@gmail.com;3899760
2;76.719.236/0001-44;SABOIA HOTEIS E TURISMO LTDA;RUA DOUTOR MURICY,419;80010-120;CENTRO;Carazinho;RS;saboia@gmail.com;30265173
2;05.998.023/0001-50;ORDESC ORG P DESENV SOCIAL E CIDADANIA;EURIPEDES GARCEZ DO NASCIMENTO,565;80540-280;AHU;Altair;SP;ordesc@gmail.com;97645454
2;84.683.432/0091-90;COMERCIAL SALFER LTDA;AV. BRASIL, 3415;87013-000;CENTRO;Juína;MT;comercial@gmail.com;33382512
2;09.274.244/0001-37;MARIA OLIMPIA ANDRADE ROCHA;AV BRASILIA,6978;86030-280;PQ. INDUSTRIAS LEVE;Matelândia;PR;maria@gmail.com;93526247
2;60.746.948/0069-00;BANCO BRADESCO S A;R MARECHAL DEODORO,168/170;80010-010;CENTRO;Caxambu do Sul;SC;banco@gmail.com;16499972
2;00.887.515/0001-55;RAMOS & MOROTTI LTDA;AV. MAUA,1959;87050-020;ZONA 03;Maringá;PR;ramos@gmail.com;56660839
2;Sem Informação;FRANCISCO LUCIO DOS SANTOS;RUA WILSON GOMES RAMOS, 671;SI;ABRANCHES;Curitiba;PR;francisco@gmail.com;39348091
2;14.057.00065/89;ALBINO BRUNO DIETRICH;RUA MARIO STRAPASSON, 105;82560-000;IMBUIAL-COLOMBO;Valença;BA;albino@gmail.com;8438158
2;05.773.495/0001-05;SOCIEDADE EDUCACIONAL JAGUARIAIVA S S LTDA. ME;RUA PORTO VELHO SN,1;84200-000;PEDRINHA;Jaguariaíva;PR;sociedade@gmail.com;69324069
2;73.546.384/0001-16;INTEGRARE CLêN. REAB. FISIOT. E TERAP. INTEGRADAS LTDA.;RUA JOÌO NEGRÌO, 380, CONJUNTO 101;80010-200;CENTRO;Corguinho;MS;integrare@gmail.com;94982306
2;07.679.138/0001-08;CAD PRE-FABRICADOS DE CONCRETO LTDA;ANTONIO CAPELLO,401;86072-240;PQ INDL CACIQUE;Bom Lugar;MA;cad@gmail.com;5419877
2;76.719.236/0001-44;SABOIA HOTEIS E TURISMO LTDA;RUA DOUTOR MURICY,419;80010-120;CENTRO;Carazinho;RS;saboia@gmail.com;30265173
2;01.570.343/0001-54;PITLAK E CIA LTDA;RUA JUSCELINO KUBITSCHEK, 1000;81280-140;CIC;Engenheiro Navarro;MG;pitlak@gmail.com;53332783
2;09.649.019/0001-38;IND TINTAS E REVESTIMENTOS REALCOR LTDA;RUA JANDAIA DO SUL,504;80060-240;EMILIANO PERNETA;Santa Bárbara do Pará;PA;ind@gmail.com;70963274
2;76.487.032/0001-25;ELETROLUX DO BRASIL S/A;RUA MINISTRO GABRIEL PASSOS, 360;81520-900;GUABIROTUBA;Curitiba;PR;eletrolux@gmail.com;60866977
2;07.554.908/0001-96;AGUIA DOURADA PROPAGANDAS;RUA PITANGUI, 34 OU RUA TAPAJOS, 294;86027-280;JD. CASTELO;Turvolândia;MG;aguia@gmail.com;67996253
2;78.367.521/0020-31;GRANOSUL AGROINDUSTRIAL LTDA;RODOVIA MELLO PEIXOTO, 1683, KM 159;86185-700;Sem Informação;Valença;BA;granosul@gmail.com;61461845
2;07.853.960/0001-43;P L INDUSTRIA DE CONFECCOES LTDA;AVENIDA AMERICA,639;87200-000;CIANORTINHO;Piracicaba;SP;p@gmail.com;13787056
2;01.387.347/0001-00;CONDOMINIO EDIF BAHIA BLANCA;AL DR CARLOS DE CARVALHO,1041;80430-180;CENTRO;Conceição das Alagoas;MG;condominio@gmail.com;72335854
2;Sem Informação;EMPREITEIRO;RUA JOSE RISSETO, 231;80000-000;SANTA FELICIDADE;Itabirito;MG;empreiteiro@gmail.com;47251196
2;80.532.245/0001-07;PAVIMENTACOES BLOCO CERTO LTDA;RUA RIO SAO FRANCISCO,1101;83322-020;JD WEISSOPOLIS;Batayporã;MS;pavimentacoes@gmail.com;15356052
2;79.128.302/0001-08;INCOL INDUSTRIA DE COMPENSADOS LTDA;AV. INDEPENDENCIA,5885;83700-000;CAMPINA DAS PEDRAS;Caarapó;MS;incol@gmail.com;187777
2;02.714.885/0001-16;A A F MOMI E MOMI LTDA;AV. ITORORó, 1349;87010-460;ZONA 04;São José dos Cordeiros;PB;a@gmail.com;83333909
2;03.215.265/0001-03;ASSOC P DES DA MULHER DE CTBA B MULHER;PRACA CARLOS GOMES,329;80020-310;CENTRO;Osvaldo Cruz;SP;assoc@gmail.com;69632735
2;00.277.769/0001-51;PROPRESS EDITORA E GRAFICA LTDA_- EPP;RUA TENENTE FRANCISCO FERREIRA DE SOUZA, 470;81630-010;VILA HAUER;Lagoa Grande do Maranhão;MA;propress@gmail.com;91215032
2;79.113.841/0001-65;GENKO SHIMABUKURO COMERCIO DE CAL‚ADOS LTDA;AVENIDA BRASIL, 3200 MARINGÁ-PR;87013-000;CENTRO;Rolante;RS;genko@gmail.com;77054453
2;81.676.124/0001-93;AGUIA QUIMICA LTDA.;RODOVIA PR 151 KM 116;84072-190;JARDIM ELDORADO;Ponta Grossa;PR;aguia@gmail.com;19047910
2;05.945.919/0002-52;NEW FIT IND COM AP GINASTICA IMP EXP LTDA;RUA FORTALEZA,2757;85805-160;JARDIM CRISTAL;Goiânia;GO;new@gmail.com;40046267
2;02.682.212/0001-21;VISAFER COMERCIO E MANUTENCAO LTDA;RUA PIONEIRO JOSE ROMANO,165;87065-250;JD IVEMAR;Maringá;PR;visafer@gmail.com;14488039
2;13.336.439/0001-31;P. H. IMES GON‚ALVES CENTRO AUTOMOTIVO;AV. SANTOS DUMONT, 200;86039-080;JD. BOA VISTA;Pejuçara;RS;p.@gmail.com;5990928
2;00.056.621/0001-97;CASA NOSSA INDUSTRIA DE CERAMICA LTDA;EST AGUA CLARA, S/N, LOTES 146 E 148;87215-000;ZONA RURAL;São Manoel do PR;PR;casa@gmail.com;26060803
2;04.249.794/0001-82;FATIMA DA ROSA INDUSTRIA DE CARVAO;ESTR MUN GUARAPUAVA MANGUEIRINHA KM 110;85195-000;FAZENDA RESERVA;Pintadas;BA;fatima@gmail.com;23553036
2;07.208.403/0001-70;EPILOGO CONFECCOES LTDA;AVENIDA AMERICA,649;87200-000;CIANORTINHO;Caxambu do Sul;SC;epilogo@gmail.com;52902502
2;10.247.826/0002-94;Sem Informação;AV. MG, 3200;SI;Sem Informação;Cariacica;ES;sem@gmail.com;76203936
2;81.064.511/0001-79;UNIMED APUCARANA COOP DE TRABALHO MEDICO;RUA CLOTARIO PORTUGAL, 927;86800-020;Sem Informação;Bom Jardim;RJ;unimed@gmail.com;18431810
2;03.423.991/0001-03;CRISTIANO BATISTA DE JESUS;RUA JOSEPHA DEREN DESTEFANI,230;81650-310;BOQUEIRAO;Lagoa Grande do Maranhão;MA;cristiano@gmail.com;74884391
2;93.209.765/0236-72;WMS SUPERMERCADOS DO BRASIL LTDA;RUA MANDAGUARI, 617;83324-410;JD PEDRO DEMETERCO;Florestal;MG;wms@gmail.com;42886185
2;07.208.403/0001-70;EPILOGO CONFECCOES LTDA;AVENIDA AMERICA,649;87200-000;CIANORTINHO;Caxambu do Sul;SC;epilogo@gmail.com;52902502
2;50.012.38110/82;SERGIO SEIDI SASAKI;LOTE 497/10 E 539;87001-970;Sem Informação;Maringá;PR;sergio@gmail.com;62418626
2;47.960.950/0084-59;MAGAZINE LUIZA S A;GOIAS,60961;87200-000;CENTRO;Cianorte;PR;magazine@gmail.com;31408492
2;79.065.561/0001-29;GIONI COM DE ALIMENTOS LTDA EPP;AV NOSSA SRA APARECIDA,75;80440-000;SEMINARIO;Curitiba;PR;gioni@gmail.com;82642355
2;00.329.182/0001-49;CENDIPAR CENTRO DIAG.DO PARANA SC LTDA;ALAMEDA PRUDENTE DE MORAES,536;80430-220;CENTRO;Curitiba;PR;cendipar@gmail.com;66807297
2;75.719.443/0001-36;ASSOC DOS SERV DO INANPS PR ASSINAMPS;RUA DO ROSARIO,144;80020-110;CENTRO;Curitiba;PR;assoc@gmail.com;96163095
2;86.789.492/0002-42;JOHNNY ELIZEU STOPA & CIA LTDA;RUA RIACHUELO, 134;80020-250;CENTRO;Santa Cruz Cabrália;BA;johnny@gmail.com;97739466
2;76.753.599/0001-04;MULIK CONST EMPREEND LTDA;RUA DR MOTTA JUNIOR, 1520;83000-000;CENTRO;Planalto;SP;mulik@gmail.com;29082067
2;05.360.964/0001-64;JV CORDEIRO SERVICOS DE ENTREGAS LTDA;RUA PRES ARTHUR COSTA E SILVA,1352;83430-000;JD PAULISTA;Campina Grande do Sul;PR;jv@gmail.com;87791945
2;10.638.504/0001-95;VIA COSTA CONSTRUçõES LTDA.;PRUDENTE DE MORAES,523;85908-200;JARDIM EUROPA;Toledo;PR;via@gmail.com;70251024
2;03.840.986/0031-11;SAINT-GOBAIN DISTRIBUI‚ÌO BRASIL LTDA;AV COLOMBO,3361;87030-120;PQUE INDL BANDEIRAN;Cujubim;RO;saint-gobain@gmail.com;57397455
2;10.431.600/0001-68;STRADIOTTO & STRADIOTTO LTDA;CAROLINA MANAFES LIGOKI,305__(BR 376 KM 14,5);83015-805;BARRO PRETO;São José dos Pinhais;PR;stradiotto@gmail.com;28592316
2;78.116.670/0006-70;CIA BEAL DE ALIMENTOS;RUA BRIGADEIRO FRANCO 641;80430-210;MERCES;Pancas;ES;cia@gmail.com;92780562
2;Sem Informação;OBRA DE DEVONSIR FARIAS;RUA ALMIRANTE BARROSO, 80;80000-000;ALM. TAMANDARé RMC;Coruripe;AL;obra@gmail.com;70287171
2;53.004.313/0019-03;FERTIMPORT SA;RUA MANOEL CORREA,1195;83203-410;ALTO SAO SEBASTIAO;Novo Acordo;TO;fertimport@gmail.com;30583199
2;03.119.648/0001-70;CATARATAS DO IGUACU S/A;BR.469 - KM 18 S/N;85851-090;PARQUE NAC.DO IGUACU;Bom Lugar;MA;cataratas@gmail.com;81405895
2;01.865.637/0001-03;AJARDINI PAISAGISMO LTDA;AV SEN SALGADO FILHO, 1050;81510-000;GUABIROTUBA;Santa Rita do Trivelato;MT;ajardini@gmail.com;17925931
2;04.842.074/0001-26;AS INFORMATICA LTDA;RUA PADRE ANCHIETA, 71 TERREO;80000-000;MERCES;Curitiba;PR;as@gmail.com;88798314
2;00.776.228/0001-78;ORLANDO MUSSI FARAH & CIA LTDA ME;RUA MARECHAL DEODORO,2874;84600-000;RIO DAREIA;União da Vitória;PR;orlando@gmail.com;25849855
2;08.784.297/0001-35;ALG ESTACIONAMENTOS LTDA;RUA PRESIDENTE FARIAS,259;80020-290;CENTRO;Varginha;MG;alg@gmail.com;22532991
2;11.806.788/0001-44;PIGATTO & SOARES LTDA ME;RUA PROF CARDOSO FONTES, 1100;84050-550;RONDA;Taperoá;PB;pigatto@gmail.com;13929930
2;75.963.827/0001-08;LAR TRANSPORTES LTDA;AVENIDA BRASILIA,550;85884-000;CONDA;Simões;PI;lar@gmail.com;50485275
2;08.768.690/0001-35;BCA INDòSTRIA E COMƒRCIO DE CONFEC‚ÍES LTDA;AV. ALZIRO ZARUR, 387;87080-590;VILA VARDELINA;Maringá;PR;bca@gmail.com;94053435
2;07.446.558/0001-44;NELSON POLISELI E FILHOS LTDA;RUA JURUTAU, 1470 TERREO;86700-000;Sem Informação;Rio Negro;PR;nelson@gmail.com;51669957
2;03.830.727/0001-94;CENTRO DE FORMA O DE COND INTERLAGOS LTDA;PRA A SANTANA,32;86380-000;CENTRO;Touros;RN;centro@gmail.com;35462285
2;11.517.841/0012-40;CIA SULAMERICANA DE DISTRIBUICAO;AV PEDRO TAQUES 294;87030-000;Sem Informação;Maringá;PR;cia@gmail.com;94593970
2;03.840.986/0031-11;SAINT-GOBAIN DISTRIBUI‚ÌO BRASIL LTDA;AV COLOMBO,3361;87030-120;PQUE INDL BANDEIRAN;Cujubim;RO;saint-gobain@gmail.com;57397455
2;34.420.02230/87;ANTONIO MOREIRA E OUTROS;FAZENDA SÌO JUDAS TADEU;87750-000;ZONA RURAL;Capão do Leão;RS;antonio@gmail.com;22535332
2;03.696.654/0001-90;PIRAMIDE MARMORARIA E GRANITOS LTDA;ALAMEDA BOM PASTOR,380;83015-140;JARDIM OURO FINO;Riozinho;RS;piramide@gmail.com;19971025
2;07.633.359/0001-45;SIQSERVICE SERVICOS LTDA;RUA ANNE FRANK 611936;81730-010;BOQUEIRAO;Manacapuru;AM;siqservice@gmail.com;98206670
2;09.518.923/0002-95;VANGUARD HOME CURITIBA EMPREENDIMENTOS IMOBILIARIOS;RUA JOAO FALARZ 555;81280-270;ORLEANS;Varginha;MG;vanguard@gmail.com;10573172
2;07.620.252/0001-62;A‚OS MUNDIAL COMERCIAL LTDA;DR MURICI,3600 SÌO JOSƒ DOS PINHAIS-PR;83085-310;COLONIA MURICI;Rio Negro;PR;aços@gmail.com;40466490
2;11.424.095/0001-97;GUEST HOTELARIA LTDA;R ALMIRANTE BARROSO,2006;85851-010;CENTRO;Foz do Iguaçu;PR;guest@gmail.com;66811028
2;01.218.966/0001-62;SENSOR LIGHT MATERIAL ELETRICO LTDA;R. DIAMANTE DO NORTE,216;81250-370;CIC;Curitiba;PR;sensor@gmail.com;81216289
2;07.642.768/0001-08;CONDOMINIO RESIDENCIAL VILLA MONTESE;RUA MONTESE,315;80220-150;PAROLIN;Curitiba;PR;condominio@gmail.com;39556552
2;05.035.532/0002-69;METRONORTE COMERCIAL DE VEICULOS LTDA.;AV JK, 2700;86010-540;CENTRO;Toledo;PR;metronorte@gmail.com;5477154
2;03.825.816/0001-42;USINAGEM LISECKI LTDA EPP;RUA PROF. ALGACYR MUNHOZ MADER, 3410;81350-010;CIC;Palmeirópolis;TO;usinagem@gmail.com;49128918
2;02.334.471/0003-23;USINA SAO TOME S/A;RODOVIA PR 492 KMM 47;87800-000;ZONA RURAL;Rondon;PR;usina@gmail.com;10623160
2;72.314.776/0001-97;EDITORA GRAFICA OPET LTDA;RUA DES. HUGO SIMAS,N¼1220 TERREO;80520-250;BOM RETIRO;Arinos;MG;editora@gmail.com;91004003
2;61.405.999/0002-24;MONOFIL CIA INDUSTRIAL MONOFILAMENTOS;AV VISCONDE DE MAUA,3460;84043-000;VENDRAMI;Ponta Grossa;PR;monofil@gmail.com;88103268
2;09.402.897/0001-54;L CALDERAN E CIA LTDA;RUA RIO GRANDE DO NORTE, 830;85813-090;COUNTRY;Floresta do Araguaia;PA;l@gmail.com;31002395
2;81.638.264/0001-77;DISSENHA SA INDUSTRIA E COMERCIO;RUA EMILIO KRONI 558;84600-000;ROCIO;Simões;PI;dissenha@gmail.com;41758240
2;01.649.166/0001-04;PROH COMUNICACOES LTDA;RUA NICOLAU MAEDER, 881;80030-001;ALTO DA GLORIA;Itaobim;MG;proh@gmail.com;24565697
2;76.546.399/0005-04;DIPLOMATA DISTRIBUICAO E VAREJO LTDA;RUA ANTONIO MEIRELES SOBRINHO NE686;82900-240;CAJURU;Praia Norte;TO;diplomata@gmail.com;77548202
